id,record_id,table_id,title,description
126,193,0,"H: 9",""
127,194,0,"H: 10",""
128,195,0,"H: 11",""
129,196,0,"H: 12",""
130,197,0,"H: 13",""
131,198,0,"H: 14",""
132,199,0,"H: 15",""
133,200,0,"H: 16",""
134,201,0,"H: 17",""
135,202,0,"H: 18",""
136,203,0,"H: 19",""
137,204,0,"H: 20",""
138,205,0,"H: 21",""
139,206,0,"H: 22",""
140,207,0,"H: 23",""
141,214,0,"Workout type: yoga/ # of cal's: 5",""
142,220,0,"Workout type: lifting/ # of cal's: 7",""
143,230,0,"Blood Glucose: 91.0",""
144,231,0,"Work Type: admin/ Focus Quality: 3",""
145,232,0,"Engagement Rating: 3",""
146,233,0,"Company Benefit: 3",""
147,234,0,"Carbs (g): 70.86999999999999",""
148,235,0,"Fat (g): 52.62",""
149,236,0,"Protein (g): 22.900000000000002",""
150,238,0,"Carbs (g): 111.2",""
151,239,0,"Fat (g): 40.620000000000005",""
152,240,0,"Protein (g): 46.0",""
153,242,0,"Blood Glucose: 120.0",""
154,243,0,"Work Type: creative_generative/ Focus Quality: 5",""
155,244,0,"Engagement Rating: 4",""
156,245,0,"Company Benefit: 4",""
157,248,0,"Blood Glucose: 92.0",""
158,249,0,"Work Type: consuming_learning_strategy/ Focus Quality: 4",""
159,250,0,"Engagement Rating: 2",""
160,251,0,"Company Benefit: 4",""
161,254,0,"Blood Glucose: 93.0",""
162,255,0,"Work Type: creative_generative/ Focus Quality: 2",""
163,256,0,"Engagement Rating: 4",""
164,257,0,"Company Benefit: 5",""
165,258,0,"Carbs (g): 27.51",""
166,259,0,"Fat (g): 11.8",""
167,260,0,"Protein (g): 9.15",""
168,263,0,"Blood Glucose: 101.0",""
169,264,0,"Work Type: consuming_learning_strategy/ Focus Quality: 2",""
170,265,0,"Engagement Rating: 5",""
171,266,0,"Company Benefit: 4",""
172,269,0,"Blood Glucose: 104.0",""
173,270,0,"Work Type: creative_generative/ Focus Quality: 3",""
174,271,0,"Engagement Rating: 3",""
175,272,0,"Company Benefit: 4",""
176,278,0,"Bedtime: 22:00:05",""
177,280,0,"Date: 2020-07-17",""
178,281,0,"",""
179,282,0,"Sleep Score: 60.0",""
180,283,0,"Activity Score: 94.0",""
181,284,0,"Readiness Score: 57.0",""
182,286,0,"H: 0",""
183,287,0,"H: 1",""
184,288,0,"H: 2",""
185,289,0,"H: 3",""
186,290,0,"H: 4",""
187,291,0,"H: 5",""
188,292,0,"H: 6",""
189,293,0,"H: 7",""
190,294,0,"H: 8",""
191,295,0,"H: 9",""
192,296,0,"H: 10",""
193,297,0,"H: 11",""
194,298,0,"H: 12",""
195,299,0,"H: 13",""
196,300,0,"H: 14",""
197,301,0,"H: 15",""
198,302,0,"H: 16",""
199,303,0,"H: 17",""
200,304,0,"H: 18",""
201,305,0,"H: 19",""
202,306,0,"H: 20",""
203,307,0,"H: 21",""
204,308,0,"H: 22",""
205,309,0,"H: 23",""
206,315,0,"Workout type: yoga/ # of cal's: 5",""
207,322,0,"Workout type: lifting/ # of cal's: 6",""
208,331,0,"Blood Glucose: 96.0",""
209,332,0,"Work Type: with_people/ Focus Quality: 4",""
210,333,0,"Engagement Rating: 4",""
211,334,0,"Company Benefit: 4",""
212,335,0,"Carbs (g): 31.569999999999997",""
213,336,0,"Fat (g): 37.739999999999995",""
214,337,0,"Protein (g): 34.72",""
215,340,0,"Blood Glucose: 90.0",""
216,341,0,"Work Type: creative_generative/ Focus Quality: 5",""
217,342,0,"Engagement Rating: 5",""
218,343,0,"Company Benefit: 3",""
219,346,0,"Blood Glucose: 102.0",""
220,347,0,"Work Type: with_people/ Focus Quality: 5",""
221,348,0,"Engagement Rating: 5",""
222,349,0,"Company Benefit: 4",""
223,352,0,"Blood Glucose: 89.0",""
224,353,0,"Work Type: with_people/ Focus Quality: 5",""
225,354,0,"Engagement Rating: 5",""
226,355,0,"Company Benefit: 2",""
227,357,0,"Carbs (g): 78.41",""
228,358,0,"Fat (g): 55.81999999999999",""
229,359,0,"Protein (g): 16.560000000000002",""
230,361,0,"Blood Glucose: 117.0",""
231,362,0,"Work Type: creative_generative/ Focus Quality: 3",""
232,363,0,"Engagement Rating: 3",""
233,364,0,"Company Benefit: 5",""
234,367,0,"Blood Glucose: 104.0",""
235,368,0,"Work Type: admin/ Focus Quality: 4",""
236,369,0,"Engagement Rating: 4",""
237,370,0,"Company Benefit: 5",""
238,374,0,"Carbs (g): 85.77",""
239,375,0,"Fat (g): 63.2",""
240,376,0,"Protein (g): 53.830000000000005",""
241,379,0,"Bedtime: 22:45:08",""
242,381,0,"Date: 2020-07-18",""
243,382,0,"",""
244,383,0,"Sleep Score: 64.0",""
245,384,0,"Activity Score: 94.0",""
246,385,0,"Readiness Score: 59.0",""
247,387,0,"H: 0",""
248,388,0,"H: 1",""
249,389,0,"H: 2",""
250,390,0,"H: 3",""
251,391,0,"H: 4",""
252,392,0,"H: 5",""
253,393,0,"H: 6",""
254,394,0,"H: 7",""
255,395,0,"H: 8",""
256,396,0,"H: 9",""
257,397,0,"H: 10",""
258,398,0,"H: 11",""
259,399,0,"H: 12",""
260,400,0,"H: 13",""
261,401,0,"H: 14",""
262,402,0,"H: 15",""
263,403,0,"H: 16",""
264,404,0,"H: 17",""
265,405,0,"H: 18",""
266,406,0,"H: 19",""
267,407,0,"H: 20",""
268,408,0,"H: 21",""
269,409,0,"H: 22",""
270,410,0,"H: 23",""
271,424,0,"Carbs (g): 102.3",""
272,425,0,"Fat (g): 42.89",""
273,426,0,"Protein (g): 28.740000000000002",""
274,429,0,"Carbs (g): 37.11",""
275,430,0,"Fat (g): 12.37",""
276,431,0,"Protein (g): 4.94",""
277,434,0,"Carbs (g): 247.57",""
278,435,0,"Fat (g): 72.37",""
279,436,0,"Protein (g): 47.96000000000001",""
280,444,0,"Bedtime: 23:32:07",""
281,445,0,"Date: 2020-07-19",""
282,446,0,"",""
283,447,0,"Sleep Score: 70.0",""
284,448,0,"Activity Score: 99.0",""
285,449,0,"Readiness Score: 66.0",""
286,451,0,"H: 0",""
287,452,0,"H: 1",""
288,453,0,"H: 2",""
289,454,0,"H: 3",""
290,455,0,"H: 4",""
291,456,0,"H: 5",""
292,457,0,"H: 6",""
293,458,0,"H: 7",""
294,459,0,"H: 8",""
295,460,0,"H: 9",""
296,461,0,"H: 10",""
297,462,0,"H: 11",""
298,463,0,"H: 12",""
299,464,0,"H: 13",""
300,465,0,"H: 14",""
301,466,0,"H: 15",""
302,467,0,"H: 16",""
303,468,0,"H: 17",""
304,469,0,"H: 18",""
305,470,0,"H: 19",""
306,471,0,"H: 20",""
307,472,0,"H: 21",""
308,473,0,"H: 22",""
309,474,0,"H: 23",""
310,486,0,"Carbs (g): 89.4",""
311,487,0,"Fat (g): 43.08",""
312,488,0,"Protein (g): 17.98",""
313,497,0,"Carbs (g): 75.62",""
314,498,0,"Fat (g): 24.11",""
315,499,0,"Protein (g): 30.259999999999998",""
316,502,0,"Carbs (g): 29.5",""
317,503,0,"Fat (g): 10.5",""
318,504,0,"Protein (g): nan",""
319,507,0,"Bedtime: 22:49:30",""
320,509,0,"Date: 2020-07-20",""
321,510,0,"",""
322,511,0,"Sleep Score: 61.0",""
323,512,0,"Activity Score: 94.0",""
324,513,0,"Readiness Score: 72.0",""
325,515,0,"H: 0",""
326,516,0,"H: 1",""
327,517,0,"H: 2",""
328,518,0,"H: 3",""
329,519,0,"H: 4",""
330,520,0,"H: 5",""
331,521,0,"H: 6",""
332,522,0,"H: 7",""
333,523,0,"H: 8",""
334,524,0,"H: 9",""
335,525,0,"H: 10",""
336,526,0,"H: 11",""
337,527,0,"H: 12",""
338,528,0,"H: 13",""
339,529,0,"H: 14",""
340,530,0,"H: 15",""
341,531,0,"H: 16",""
342,532,0,"H: 17",""
343,533,0,"H: 18",""
344,534,0,"H: 19",""
345,535,0,"H: 20",""
346,536,0,"H: 21",""
347,537,0,"H: 22",""
348,538,0,"H: 23",""
349,547,0,"Blood Glucose: 102.0",""
350,548,0,"Work Type: admin/ Focus Quality: 4",""
351,549,0,"Engagement Rating: 4",""
352,550,0,"Company Benefit: 5",""
353,553,0,"Blood Glucose: 100.0",""
354,554,0,"Work Type: creative_generative/ Focus Quality: 5",""
355,555,0,"Engagement Rating: 5",""
356,556,0,"Company Benefit: 5",""
357,558,0,"Carbs (g): 80.58",""
358,559,0,"Fat (g): 43.160000000000004",""
359,560,0,"Protein (g): 39.62999999999999",""
360,562,0,"Blood Glucose: 129.0",""
361,563,0,"Work Type: creative_generative/ Focus Quality: 2",""
362,564,0,"Engagement Rating: 4",""
363,565,0,"Company Benefit: 5",""
364,568,0,"Blood Glucose: 90.0",""
365,569,0,"Work Type: creative_generative/ Focus Quality: 4",""
366,570,0,"Engagement Rating: 3",""
367,571,0,"Company Benefit: 5",""
368,574,0,"Blood Glucose: 97.0",""
369,575,0,"Work Type: with_people/ Focus Quality: 5",""
370,576,0,"Engagement Rating: 5",""
371,577,0,"Company Benefit: 4",""
372,580,0,"Work Type: admin/ Focus Quality: 3",""
373,581,0,"Engagement Rating: 4",""
374,582,0,"Company Benefit: 3",""
375,583,0,"Carbs (g): 144.01",""
376,584,0,"Fat (g): 44.370000000000005",""
377,585,0,"Protein (g): 41.81",""
378,591,0,"Bedtime: 22:29:07",""
379,593,0,"Date: 2020-07-21",""
380,594,0,"",""
381,595,0,"Sleep Score: 75.0",""
382,596,0,"Activity Score: 93.0",""
383,597,0,"Readiness Score: 69.0",""
384,599,0,"H: 0",""
385,600,0,"H: 1",""
386,601,0,"H: 2",""
387,602,0,"H: 3",""
388,603,0,"H: 4",""
389,604,0,"H: 5",""
390,605,0,"H: 6",""
391,606,0,"H: 7",""
392,607,0,"H: 8",""
393,608,0,"H: 9",""
394,609,0,"H: 10",""
395,610,0,"H: 11",""
396,611,0,"H: 12",""
397,612,0,"H: 13",""
398,613,0,"H: 14",""
399,614,0,"H: 15",""
400,615,0,"H: 16",""
401,616,0,"H: 17",""
402,617,0,"H: 18",""
403,618,0,"H: 19",""
404,619,0,"H: 20",""
405,620,0,"H: 21",""
406,621,0,"H: 22",""
407,622,0,"H: 23",""
408,629,0,"Workout type: yoga/ # of cal's: 5",""
409,635,0,"Workout type: lifting/ # of cal's: 11",""
410,649,0,"Blood Glucose: 93.0",""
411,650,0,"Work Type: admin/ Focus Quality: 4",""
412,651,0,"Engagement Rating: 2",""
413,652,0,"Company Benefit: 2",""
414,654,0,"Carbs (g): 55.11",""
415,655,0,"Fat (g): 24.360000000000003",""
416,656,0,"Protein (g): 8.69",""
417,658,0,"Blood Glucose: 108.0",""
418,659,0,"Work Type: consuming_learning_strategy/ Focus Quality: 5",""
419,660,0,"Engagement Rating: 5",""
420,661,0,"Company Benefit: 3",""
421,664,0,"Blood Glucose: 99.0",""
422,665,0,"Work Type: with_people/ Focus Quality: 5",""
423,666,0,"Engagement Rating: 5",""
424,667,0,"Company Benefit: 5",""
425,670,0,"Blood Glucose: 94.0",""
426,671,0,"Work Type: creative_generative/ Focus Quality: 5",""
427,672,0,"Engagement Rating: 4",""
428,673,0,"Company Benefit: 5",""
429,676,0,"Blood Glucose: 89.0",""
430,677,0,"Work Type: creative_generative/ Focus Quality: 4",""
431,678,0,"Engagement Rating: 4",""
432,679,0,"Company Benefit: 5",""
433,680,0,"Carbs (g): 22.509999999999998",""
434,681,0,"Fat (g): 13.059999999999999",""
435,682,0,"Protein (g): 5.67",""
436,684,0,"Carbs (g): 54.61",""
437,685,0,"Fat (g): 17.13",""
438,686,0,"Protein (g): 21.52",""
439,688,0,"Blood Glucose: 147.0",""
440,689,0,"Work Type: with_people/ Focus Quality: 5",""
441,690,0,"Engagement Rating: 5",""
442,691,0,"Company Benefit: 2",""
443,697,0,"Bedtime: 22:08:13",""
444,699,0,"Date: 2020-07-22",""
445,700,0,"",""
446,701,0,"Sleep Score: 62.0",""
447,702,0,"Activity Score: 91.0",""
448,703,0,"Readiness Score: 64.0",""
449,705,0,"H: 0",""
450,706,0,"H: 1",""
451,707,0,"H: 2",""
452,708,0,"H: 3",""
453,709,0,"H: 4",""
454,710,0,"H: 5",""
455,711,0,"H: 6",""
456,712,0,"H: 7",""
457,713,0,"H: 8",""
458,714,0,"H: 9",""
459,715,0,"H: 10",""
460,716,0,"H: 11",""
461,717,0,"H: 12",""
462,718,0,"H: 13",""
463,719,0,"H: 14",""
464,720,0,"H: 15",""
465,721,0,"H: 16",""
466,722,0,"H: 17",""
467,723,0,"H: 18",""
468,724,0,"H: 19",""
469,725,0,"H: 20",""
470,726,0,"H: 21",""
471,727,0,"H: 22",""
472,728,0,"H: 23",""
473,730,0,"Bedtime: 00:35:03",""
474,735,0,"Workout type: yoga/ # of cal's: 4",""
475,743,0,"Blood Glucose: 100.0",""
476,744,0,"Work Type: with_people/ Focus Quality: 3",""
477,745,0,"Engagement Rating: 4",""
478,746,0,"Company Benefit: 4",""
479,749,0,"Blood Glucose: 90.0",""
480,750,0,"Work Type: consuming_learning_strategy/ Focus Quality: 4",""
481,751,0,"Engagement Rating: 5",""
482,752,0,"Company Benefit: 3",""
483,753,0,"Carbs (g): 33.5",""
484,754,0,"Fat (g): 19.5",""
485,755,0,"Protein (g): 5.5",""
486,758,0,"Blood Glucose: 91.0",""
487,759,0,"Work Type: creative_generative/ Focus Quality: 5",""
488,760,0,"Engagement Rating: 5",""
489,761,0,"Company Benefit: 5",""
490,762,0,"Carbs (g): 49.190000000000005",""
491,763,0,"Fat (g): 55.92000000000001",""
492,764,0,"Protein (g): 32.88",""
493,767,0,"Blood Glucose: 93.0",""
494,768,0,"Work Type: creative_generative/ Focus Quality: 3",""
495,769,0,"Engagement Rating: 5",""
496,770,0,"Company Benefit: 5",""
497,773,0,"Blood Glucose: 86.0",""
498,774,0,"Work Type: fucking_off/ Focus Quality: 1",""
499,775,0,"Engagement Rating: 1",""
500,776,0,"Company Benefit: 1",""
501,779,0,"Blood Glucose: 94.0",""
502,780,0,"Work Type: with_people/ Focus Quality: 5",""
503,781,0,"Engagement Rating: 5",""
504,782,0,"Company Benefit: 4",""
505,783,0,"Carbs (g): 35.550000000000004",""
506,784,0,"Fat (g): 11.15",""
507,785,0,"Protein (g): 48.75",""
508,792,0,"Date: 2020-07-23",""
509,793,0,"",""
510,794,0,"Sleep Score: 75.0",""
511,795,0,"Activity Score: 91.0",""
512,796,0,"Readiness Score: 78.0",""
513,798,0,"H: 0",""
514,799,0,"H: 1",""
515,800,0,"H: 2",""
516,801,0,"H: 3",""
517,802,0,"H: 4",""
518,803,0,"H: 5",""
519,804,0,"H: 6",""
520,805,0,"H: 7",""
521,806,0,"H: 8",""
522,807,0,"H: 9",""
523,808,0,"H: 10",""
524,809,0,"H: 11",""
525,810,0,"H: 12",""
526,811,0,"H: 13",""
527,812,0,"H: 14",""
528,813,0,"H: 15",""
529,814,0,"H: 16",""
530,815,0,"H: 17",""
531,816,0,"H: 18",""
532,817,0,"H: 19",""
533,818,0,"H: 20",""
534,819,0,"H: 21",""
535,820,0,"H: 22",""
536,821,0,"H: 23",""
537,830,0,"Blood Glucose: 97.0",""
538,831,0,"Blood Glucose: 97.0",""
539,832,0,"Work Type: creative_generative/ Focus Quality: 3",""
540,833,0,"Engagement Rating: 5",""
541,834,0,"Company Benefit: 5",""
542,837,0,"Blood Glucose: 94.0",""
543,838,0,"Work Type: consuming_learning_strategy/ Focus Quality: 5",""
544,839,0,"Engagement Rating: 4",""
545,840,0,"Company Benefit: 5",""
546,841,0,"Carbs (g): 58.25",""
547,842,0,"Fat (g): 53.47",""
548,843,0,"Protein (g): 63.790000000000006",""
549,846,0,"Blood Glucose: 133.0",""
550,847,0,"Work Type: creative_generative/ Focus Quality: 5",""
551,848,0,"Engagement Rating: 3",""
552,849,0,"Company Benefit: 5",""
553,852,0,"Work Type: fucking_off/ Focus Quality: 1",""
554,853,0,"Engagement Rating: 1",""
555,854,0,"Company Benefit: 1",""
556,857,0,"Blood Glucose: 83.0",""
557,858,0,"Work Type: creative_generative/ Focus Quality: 5",""
558,859,0,"Engagement Rating: 4",""
559,860,0,"Company Benefit: 5",""
560,863,0,"Blood Glucose: 97.0",""
561,864,0,"Work Type: creative_generative/ Focus Quality: 5",""
562,865,0,"Engagement Rating: 5",""
563,866,0,"Company Benefit: 5",""
564,868,0,"Carbs (g): 61.7",""
565,869,0,"Fat (g): 14.220000000000002",""
566,870,0,"Protein (g): 36.720000000000006",""
567,876,0,"Bedtime: 23:47:33",""
568,877,0,"Date: 2020-07-24",""
569,878,0,"",""
570,879,0,"Sleep Score: 65.0",""
571,880,0,"Activity Score: 93.0",""
572,881,0,"Readiness Score: 72.0",""
573,883,0,"H: 0",""
574,884,0,"H: 1",""
575,885,0,"H: 2",""
576,886,0,"H: 3",""
577,887,0,"H: 4",""
578,888,0,"H: 5",""
579,889,0,"H: 6",""
580,890,0,"H: 7",""
581,891,0,"H: 8",""
582,892,0,"H: 9",""
583,893,0,"H: 10",""
584,894,0,"H: 11",""
585,895,0,"H: 12",""
586,896,0,"H: 13",""
587,897,0,"H: 14",""
588,898,0,"H: 15",""
589,899,0,"H: 16",""
590,900,0,"H: 17",""
591,901,0,"H: 18",""
592,902,0,"H: 19",""
593,903,0,"H: 20",""
594,904,0,"H: 21",""
595,905,0,"H: 22",""
596,906,0,"H: 23",""
597,915,0,"Blood Glucose: 89.0",""
598,916,0,"Work Type: fucking_off/ Focus Quality: 5",""
599,917,0,"Engagement Rating: 5",""
600,918,0,"Company Benefit: 2",""
601,920,0,"Workout type: lifting/ # of cal's: 11",""
602,933,0,"Work Type: fucking_off/ Focus Quality: 4",""
603,934,0,"Engagement Rating: 5",""
604,935,0,"Company Benefit: 1",""
605,938,0,"Blood Glucose: 101.0",""
606,939,0,"Work Type: admin/ Focus Quality: 5",""
607,940,0,"Engagement Rating: 5",""
608,941,0,"Company Benefit: 3",""
609,943,0,"Carbs (g): 58.99000000000001",""
610,944,0,"Fat (g): 27.29",""
611,945,0,"Protein (g): 30.39",""
612,947,0,"Blood Glucose: 75.0",""
613,948,0,"Work Type: creative_generative/ Focus Quality: 5",""
614,949,0,"Engagement Rating: 3",""
615,950,0,"Company Benefit: 5",""
616,953,0,"Blood Glucose: 86.0",""
617,954,0,"Work Type: creative_generative/ Focus Quality: 3",""
618,955,0,"Engagement Rating: 3",""
619,956,0,"Company Benefit: 5",""
620,957,0,"Carbs (g): 13.6",""
621,958,0,"Fat (g): 13.6",""
622,959,0,"Protein (g): 1.7",""
623,962,0,"Blood Glucose: 93.0",""
624,963,0,"Work Type: creative_generative/ Focus Quality: 5",""
625,964,0,"Engagement Rating: 4",""
626,965,0,"Company Benefit: 5",""
627,968,0,"Carbs (g): 37.0",""
628,969,0,"Fat (g): 5.26",""
629,970,0,"Protein (g): 51.160000000000004",""
630,975,0,"Bedtime: 23:39:02",""
631,976,0,"Date: 2020-07-25",""
632,977,0,"",""
633,978,0,"Sleep Score: 68.0",""
634,979,0,"Activity Score: 99.0",""
635,980,0,"Readiness Score: 76.0",""
636,982,0,"H: 0",""
637,983,0,"H: 1",""
638,984,0,"H: 2",""
639,985,0,"H: 3",""
640,986,0,"H: 4",""
641,987,0,"H: 5",""
642,988,0,"H: 6",""
643,989,0,"H: 7",""
644,990,0,"H: 8",""
645,991,0,"H: 9",""
646,992,0,"H: 10",""
647,993,0,"H: 11",""
648,994,0,"H: 12",""
649,995,0,"H: 13",""
650,996,0,"H: 14",""
651,997,0,"H: 15",""
652,998,0,"H: 16",""
653,999,0,"H: 17",""
654,1000,0,"H: 18",""
655,1001,0,"H: 19",""
656,1002,0,"H: 20",""
657,1003,0,"H: 21",""
658,1004,0,"H: 22",""
659,1005,0,"H: 23",""
660,1015,0,"Workout type: lifting/ # of cal's: 18",""
661,1035,0,"Blood Glucose: 97.0",""
662,1038,0,"Carbs (g): 241.72",""
663,1039,0,"Fat (g): 102.61",""
664,1040,0,"Protein (g): 53.88",""
665,1053,0,"Bedtime: 23:47:31",""
666,1054,0,"Date: 2020-07-26",""
667,1055,0,"",""
668,1056,0,"Sleep Score: 74.0",""
669,1057,0,"Activity Score: 87.0",""
670,1058,0,"Readiness Score: 72.0",""
671,1060,0,"H: 0",""
672,1061,0,"H: 1",""
673,1062,0,"H: 2",""
674,1063,0,"H: 3",""
675,1064,0,"H: 4",""
676,1065,0,"H: 5",""
677,1066,0,"H: 6",""
678,1067,0,"H: 7",""
679,1068,0,"H: 8",""
680,1069,0,"H: 9",""
681,1070,0,"H: 10",""
682,1071,0,"H: 11",""
683,1072,0,"H: 12",""
684,1073,0,"H: 13",""
685,1074,0,"H: 14",""
686,1075,0,"H: 15",""
687,1076,0,"H: 16",""
688,1077,0,"H: 17",""
689,1078,0,"H: 18",""
690,1079,0,"H: 19",""
691,1080,0,"H: 20",""
692,1081,0,"H: 21",""
693,1082,0,"H: 22",""
694,1083,0,"H: 23",""
695,1093,0,"Carbs (g): 82.0",""
696,1094,0,"Fat (g): 47.92",""
697,1095,0,"Protein (g): 23.74",""
698,1105,0,"Carbs (g): 109.76",""
699,1106,0,"Fat (g): 49.67",""
700,1107,0,"Protein (g): 29.189999999999998",""
701,1113,0,"Bedtime: 22:54:06",""
702,1115,0,"Date: 2020-07-27",""
703,1116,0,"",""
704,1117,0,"Sleep Score: 51.0",""
705,1118,0,"Activity Score: 89.0",""
706,1119,0,"Readiness Score: 67.0",""
707,1121,0,"H: 0",""
708,1122,0,"H: 1",""
709,1123,0,"H: 2",""
710,1124,0,"H: 3",""
711,1125,0,"H: 4",""
712,1126,0,"H: 5",""
713,1127,0,"H: 6",""
714,1128,0,"H: 7",""
715,1129,0,"H: 8",""
716,1130,0,"H: 9",""
717,1131,0,"H: 10",""
718,1132,0,"H: 11",""
719,1133,0,"H: 12",""
720,1134,0,"H: 13",""
721,1135,0,"H: 14",""
722,1136,0,"H: 15",""
723,1137,0,"H: 16",""
724,1138,0,"H: 17",""
725,1139,0,"H: 18",""
726,1140,0,"H: 19",""
727,1141,0,"H: 20",""
728,1142,0,"H: 21",""
729,1143,0,"H: 22",""
730,1144,0,"H: 23",""
731,1149,0,"Bedtime: 03:41:01",""
732,1154,0,"Blood Glucose: 98.0",""
733,1155,0,"Work Type: creative_generative/ Focus Quality: 5",""
734,1156,0,"Engagement Rating: 4",""
735,1157,0,"Company Benefit: 5",""
736,1160,0,"Blood Glucose: 98.0",""
737,1161,0,"Work Type: creative_generative/ Focus Quality: 5",""
738,1162,0,"Engagement Rating: 5",""
739,1163,0,"Company Benefit: 5",""
740,1165,0,"Carbs (g): 83.34",""
741,1166,0,"Fat (g): 31.39",""
742,1167,0,"Protein (g): 22.67",""
743,1169,0,"Blood Glucose: 97.0",""
744,1170,0,"Work Type: creative_generative/ Focus Quality: 5",""
745,1171,0,"Engagement Rating: 5",""
746,1172,0,"Company Benefit: 5",""
747,1175,0,"Work Type: creative_generative/ Focus Quality: 5",""
748,1176,0,"Engagement Rating: 5",""
749,1177,0,"Company Benefit: 5",""
750,1180,0,"Work Type: creative_generative/ Focus Quality: 5",""
751,1181,0,"Engagement Rating: 2",""
752,1182,0,"Company Benefit: 5",""
