id,record_id,table_id,title,description
110,124,0,"H2 Testing policy: 5",""
111,125,0,"H3 Contact Tracing: 5",""
112,126,0,"H4 Emergency investment in healthcare: 5",""
113,127,0,"H5 Investment in vaccines'5",""
114,128,0,"H6 Facial Coverings5",""
115,129,0,"Policy change today",""
116,130,0,"",""
117,131,0,"symptoms indicate covid-19: 0.0",""
118,132,0,"symptoms related to influenza: 0.0",""
119,133,0,"doctors visits related to covid: 0.075132",""
120,134,0,"Hospital visits: 0.054855999999999995",""
121,135,0,"Covid tests: 0.0",""
122,136,0,"",""
123,137,0,"E1 Income support: 5",""
124,138,0,"E2 Debt/contract relief: 5",""
125,139,0,"E3 Fiscal measures: 5",""
126,140,0,"Policy change today",""
127,141,0,"",""
128,142,0,"C1 School closing: 5",""
129,143,0,"C2_Workplace closing: 5",""
130,144,0,"C3_Cancel public events: 5",""
131,145,0,"C4_Restrictions on gatherings5",""
132,146,0,"C5_Close public transport5",""
133,147,0,"C6 Stay at home requirements: 5",""
134,148,0,"C7_Restrictions on internal movement5",""
135,149,0,"C8 International travel controls5",""
136,150,0,"Policy change today",""
137,151,0,"",""
138,152,0,"move at home %: 0.27624728241084995",""
139,153,0,"move away part_time: 0.09491997308914699",""
140,154,0,"move away full time: 0.058486547764161",""
141,155,0,"",""
142,156,0,"H1 Public information campaigns: 5",""
143,157,0,"Policy change today",""
144,158,0,"",""
145,159,0,"search terms related to covid-19 %: 2.6965968806962",""
146,160,0,"Day: 4",""
147,161,0,"",""
148,162,0,"Deaths: 0.0",""
149,163,0,"Cases: 0.0",""
150,164,0,"XGB Error rate: 0.0",""
151,165,0,"KNN Error rate: 0.0",""
152,166,0,"",""
153,167,0,"H2 Testing policy: 5",""
154,168,0,"H3 Contact Tracing: 5",""
155,169,0,"H4 Emergency investment in healthcare: 5",""
156,170,0,"H5 Investment in vaccines'5",""
157,171,0,"H6 Facial Coverings5",""
158,172,0,"Policy change today",""
159,173,0,"",""
160,174,0,"symptoms indicate covid-19: 0.0",""
161,175,0,"symptoms related to influenza: 0.0",""
162,176,0,"doctors visits related to covid: 0.075132",""
163,177,0,"Hospital visits: 0.05545",""
164,178,0,"Covid tests: 0.0",""
165,179,0,"",""
166,180,0,"E1 Income support: 5",""
167,181,0,"E2 Debt/contract relief: 5",""
168,182,0,"E3 Fiscal measures: 5",""
169,183,0,"Policy change today",""
170,184,0,"",""
171,185,0,"C1 School closing: 5",""
172,186,0,"C2_Workplace closing: 5",""
173,187,0,"C3_Cancel public events: 5",""
174,188,0,"C4_Restrictions on gatherings5",""
175,189,0,"C5_Close public transport5",""
176,190,0,"C6 Stay at home requirements: 5",""
177,191,0,"C7_Restrictions on internal movement5",""
178,192,0,"C8 International travel controls5",""
179,193,0,"Policy change today",""
180,194,0,"",""
181,195,0,"move at home %: 0.263528630825",""
182,196,0,"move away part_time: 0.10724643979685002",""
183,197,0,"move away full time: 0.06927795898599799",""
184,198,0,"",""
185,199,0,"H1 Public information campaigns: 5",""
186,200,0,"Policy change today",""
187,201,0,"",""
188,202,0,"search terms related to covid-19 %: 2.0613394205711",""
189,203,0,"Day: 5",""
190,204,0,"",""
191,205,0,"Deaths: 0.0",""
192,206,0,"Cases: 0.0",""
193,207,0,"XGB Error rate: 0.0",""
194,208,0,"KNN Error rate: 0.0",""
195,209,0,"",""
196,210,0,"H2 Testing policy: 5",""
197,211,0,"H3 Contact Tracing: 5",""
198,212,0,"H4 Emergency investment in healthcare: 5",""
199,213,0,"H5 Investment in vaccines'5",""
200,214,0,"H6 Facial Coverings5",""
201,215,0,"Policy change today",""
202,216,0,"",""
203,217,0,"symptoms indicate covid-19: 0.0",""
204,218,0,"symptoms related to influenza: 0.0",""
205,219,0,"doctors visits related to covid: 0.075132",""
206,220,0,"Hospital visits: 0.05677000000000001",""
207,221,0,"Covid tests: 0.0",""
208,222,0,"",""
209,223,0,"E1 Income support: 5",""
210,224,0,"E2 Debt/contract relief: 5",""
211,225,0,"E3 Fiscal measures: 5",""
212,226,0,"Policy change today",""
213,227,0,"",""
214,228,0,"C1 School closing: 5",""
215,229,0,"C2_Workplace closing: 5",""
216,230,0,"C3_Cancel public events: 5",""
217,231,0,"C4_Restrictions on gatherings5",""
218,232,0,"C5_Close public transport5",""
219,233,0,"C6 Stay at home requirements: 5",""
220,234,0,"C7_Restrictions on internal movement5",""
221,235,0,"C8 International travel controls5",""
222,236,0,"Policy change today",""
223,237,0,"",""
224,238,0,"move at home %: 0.27307514593141",""
225,239,0,"move away part_time: 0.12236531091174999",""
226,240,0,"move away full time: 0.076195604660081",""
227,241,0,"",""
228,242,0,"H1 Public information campaigns: 5",""
229,243,0,"Policy change today",""
230,244,0,"",""
231,245,0,"search terms related to covid-19 %: 5.2011687023112",""
232,246,0,"Day: 6",""
233,247,0,"",""
234,248,0,"Deaths: 0.0",""
235,249,0,"Cases: 0.0",""
236,250,0,"XGB Error rate: 0.0",""
237,251,0,"KNN Error rate: 0.0",""
238,252,0,"",""
239,253,0,"H2 Testing policy: 5",""
240,254,0,"H3 Contact Tracing: 5",""
241,255,0,"H4 Emergency investment in healthcare: 5",""
242,256,0,"H5 Investment in vaccines'5",""
243,257,0,"H6 Facial Coverings5",""
244,258,0,"Policy change today",""
245,259,0,"",""
246,260,0,"symptoms indicate covid-19: 0.0",""
247,261,0,"symptoms related to influenza: 0.0",""
248,262,0,"doctors visits related to covid: 0.075132",""
249,263,0,"Hospital visits: 0.059082",""
250,264,0,"Covid tests: 0.0",""
251,265,0,"",""
252,266,0,"E1 Income support: 5",""
253,267,0,"E2 Debt/contract relief: 5",""
254,268,0,"E3 Fiscal measures: 5",""
255,269,0,"Policy change today",""
256,270,0,"",""
257,271,0,"C1 School closing: 5",""
258,272,0,"C2_Workplace closing: 5",""
259,273,0,"C3_Cancel public events: 5",""
260,274,0,"C4_Restrictions on gatherings5",""
261,275,0,"C5_Close public transport5",""
262,276,0,"C6 Stay at home requirements: 5",""
263,277,0,"C7_Restrictions on internal movement5",""
264,278,0,"C8 International travel controls5",""
265,279,0,"Policy change today",""
266,280,0,"",""
267,281,0,"move at home %: 0.25178095165516",""
268,282,0,"move away part_time: 0.12055124797873",""
269,283,0,"move away full time: 0.07976923544262599",""
270,284,0,"",""
271,285,0,"H1 Public information campaigns: 5",""
272,286,0,"Policy change today",""
273,287,0,"",""
274,288,0,"search terms related to covid-19 %: 4.2346983901824",""
275,289,0,"Day: 7",""
276,290,0,"",""
277,291,0,"Deaths: 0.0",""
278,292,0,"Cases: 0.0",""
279,293,0,"XGB Error rate: 0.0",""
280,294,0,"KNN Error rate: 0.0",""
281,295,0,"",""
282,296,0,"H2 Testing policy: 5",""
283,297,0,"H3 Contact Tracing: 5",""
284,298,0,"H4 Emergency investment in healthcare: 5",""
285,299,0,"H5 Investment in vaccines'5",""
286,300,0,"H6 Facial Coverings5",""
287,301,0,"Policy change today",""
288,302,0,"",""
289,303,0,"symptoms indicate covid-19: 0.0",""
290,304,0,"symptoms related to influenza: 0.0",""
291,305,0,"doctors visits related to covid: 0.075132",""
292,306,0,"Hospital visits: 0.06217999999999999",""
293,307,0,"Covid tests: 0.0",""
294,308,0,"",""
295,309,0,"E1 Income support: 5",""
296,310,0,"E2 Debt/contract relief: 5",""
297,311,0,"E3 Fiscal measures: 5",""
298,312,0,"Policy change today",""
299,313,0,"",""
300,314,0,"C1 School closing: 5",""
301,315,0,"C2_Workplace closing: 5",""
302,316,0,"C3_Cancel public events: 5",""
303,317,0,"C4_Restrictions on gatherings5",""
304,318,0,"C5_Close public transport5",""
305,319,0,"C6 Stay at home requirements: 5",""
306,320,0,"C7_Restrictions on internal movement5",""
307,321,0,"C8 International travel controls5",""
308,322,0,"Policy change today",""
309,323,0,"",""
310,324,0,"move at home %: 0.25923905980737",""
311,325,0,"move away part_time: 0.10262769533667",""
312,326,0,"move away full time: 0.056738296547398",""
313,327,0,"",""
314,328,0,"H1 Public information campaigns: 5",""
315,329,0,"Policy change today",""
316,330,0,"",""
317,331,0,"search terms related to covid-19 %: 3.3014473001852993",""
318,332,0,"Day: 8",""
319,333,0,"",""
320,334,0,"Deaths: 0.0",""
321,335,0,"Cases: 0.0",""
322,336,0,"XGB Error rate: 0.0",""
323,337,0,"KNN Error rate: 0.0",""
324,338,0,"",""
325,339,0,"H2 Testing policy: 5",""
326,340,0,"H3 Contact Tracing: 5",""
327,341,0,"H4 Emergency investment in healthcare: 5",""
328,342,0,"H5 Investment in vaccines'5",""
329,343,0,"H6 Facial Coverings5",""
330,344,0,"Policy change today",""
331,345,0,"",""
332,346,0,"symptoms indicate covid-19: 0.0",""
333,347,0,"symptoms related to influenza: 0.0",""
334,348,0,"doctors visits related to covid: 0.075132",""
335,349,0,"Hospital visits: 0.099587",""
336,350,0,"Covid tests: 0.0",""
337,351,0,"",""
338,352,0,"E1 Income support: 5",""
339,353,0,"E2 Debt/contract relief: 5",""
340,354,0,"E3 Fiscal measures: 5",""
341,355,0,"Policy change today",""
342,356,0,"",""
343,357,0,"C1 School closing: 5",""
344,358,0,"C2_Workplace closing: 5",""
345,359,0,"C3_Cancel public events: 5",""
346,360,0,"C4_Restrictions on gatherings5",""
347,361,0,"C5_Close public transport5",""
348,362,0,"C6 Stay at home requirements: 5",""
349,363,0,"C7_Restrictions on internal movement5",""
350,364,0,"C8 International travel controls5",""
351,365,0,"Policy change today",""
352,366,0,"",""
353,367,0,"move at home %: 0.28088503035682",""
354,368,0,"move away part_time: 0.069339022136868",""
355,369,0,"move away full time: 0.030862207352075",""
356,370,0,"",""
357,371,0,"H1 Public information campaigns: 5",""
358,372,0,"Policy change today",""
359,373,0,"",""
360,374,0,"search terms related to covid-19 %: 2.4351417078162",""
361,375,0,"Day: 9",""
362,376,0,"",""
363,377,0,"Deaths: 0.0",""
364,378,0,"Cases: 0.0",""
365,379,0,"XGB Error rate: 0.0",""
366,380,0,"KNN Error rate: 0.0",""
367,381,0,"",""
368,382,0,"H2 Testing policy: 5",""
369,383,0,"H3 Contact Tracing: 5",""
370,384,0,"H4 Emergency investment in healthcare: 5",""
371,385,0,"H5 Investment in vaccines'5",""
372,386,0,"H6 Facial Coverings5",""
373,387,0,"Policy change today",""
374,388,0,"",""
375,389,0,"symptoms indicate covid-19: 0.0",""
376,390,0,"symptoms related to influenza: 0.0",""
377,391,0,"doctors visits related to covid: 0.07927000000000001",""
378,392,0,"Hospital visits: 0.139295",""
379,393,0,"Covid tests: 0.0",""
380,394,0,"",""
381,395,0,"E1 Income support: 5",""
382,396,0,"E2 Debt/contract relief: 5",""
383,397,0,"E3 Fiscal measures: 5",""
384,398,0,"Policy change today",""
385,399,0,"",""
386,400,0,"C1 School closing: 5",""
387,401,0,"C2_Workplace closing: 5",""
388,402,0,"C3_Cancel public events: 5",""
389,403,0,"C4_Restrictions on gatherings5",""
390,404,0,"C5_Close public transport5",""
391,405,0,"C6 Stay at home requirements: 5",""
392,406,0,"C7_Restrictions on internal movement5",""
393,407,0,"C8 International travel controls5",""
394,408,0,"Policy change today",""
395,409,0,"",""
396,410,0,"move at home %: 0.32897951567536",""
397,411,0,"move away part_time: 0.057996629035508",""
398,412,0,"move away full time: 0.026959859649430002",""
399,413,0,"",""
400,414,0,"H1 Public information campaigns: 5",""
401,415,0,"Policy change today",""
402,416,0,"",""
403,417,0,"search terms related to covid-19 %: 3.8447667837576",""
404,418,0,"Day: 10",""
405,419,0,"",""
406,420,0,"Deaths: 0.0",""
407,421,0,"Cases: 0.0",""
408,422,0,"XGB Error rate: 0.0",""
409,423,0,"KNN Error rate: 0.0",""
410,424,0,"",""
411,425,0,"H2 Testing policy: 5",""
412,426,0,"H3 Contact Tracing: 5",""
413,427,0,"H4 Emergency investment in healthcare: 5",""
414,428,0,"H5 Investment in vaccines'5",""
415,429,0,"H6 Facial Coverings5",""
416,430,0,"Policy change today",""
417,431,0,"",""
418,432,0,"symptoms indicate covid-19: 0.0",""
419,433,0,"symptoms related to influenza: 0.0",""
420,434,0,"doctors visits related to covid: 0.078774",""
421,435,0,"Hospital visits: 0.17970999999999998",""
422,436,0,"Covid tests: 0.0",""
423,437,0,"",""
424,438,0,"E1 Income support: 5",""
425,439,0,"E2 Debt/contract relief: 5",""
426,440,0,"E3 Fiscal measures: 5",""
427,441,0,"Policy change today",""
428,442,0,"",""
429,443,0,"C1 School closing: 5",""
430,444,0,"C2_Workplace closing: 5",""
431,445,0,"C3_Cancel public events: 5",""
432,446,0,"C4_Restrictions on gatherings5",""
433,447,0,"C5_Close public transport5",""
434,448,0,"C6 Stay at home requirements: 5",""
435,449,0,"C7_Restrictions on internal movement5",""
436,450,0,"C8 International travel controls5",""
437,451,0,"Policy change today",""
438,452,0,"",""
439,453,0,"move at home %: 0.26650160980126003",""
440,454,0,"move away part_time: 0.10818995365953998",""
441,455,0,"move away full time: 0.068774034112472",""
442,456,0,"",""
443,457,0,"H1 Public information campaigns: 5",""
444,458,0,"Policy change today",""
445,459,0,"",""
446,460,0,"search terms related to covid-19 %: 2.9196014716607004",""
447,461,0,"Day: 11",""
448,462,0,"",""
449,463,0,"Deaths: 0.0",""
450,464,0,"Cases: 0.0",""
451,465,0,"XGB Error rate: 0.0",""
452,466,0,"KNN Error rate: 0.0",""
453,467,0,"",""
454,468,0,"H2 Testing policy: 5",""
455,469,0,"H3 Contact Tracing: 5",""
456,470,0,"H4 Emergency investment in healthcare: 5",""
457,471,0,"H5 Investment in vaccines'5",""
458,472,0,"H6 Facial Coverings5",""
459,473,0,"Policy change today",""
460,474,0,"",""
461,475,0,"symptoms indicate covid-19: 0.0",""
462,476,0,"symptoms related to influenza: 0.0",""
463,477,0,"doctors visits related to covid: 0.078223",""
464,478,0,"Hospital visits: 0.200767",""
465,479,0,"Covid tests: 0.0",""
466,480,0,"",""
467,481,0,"E1 Income support: 5",""
468,482,0,"E2 Debt/contract relief: 5",""
469,483,0,"E3 Fiscal measures: 5",""
470,484,0,"Policy change today",""
471,485,0,"",""
472,486,0,"C1 School closing: 5",""
473,487,0,"C2_Workplace closing: 5",""
474,488,0,"C3_Cancel public events: 5",""
475,489,0,"C4_Restrictions on gatherings5",""
476,490,0,"C5_Close public transport5",""
477,491,0,"C6 Stay at home requirements: 5",""
478,492,0,"C7_Restrictions on internal movement5",""
479,493,0,"C8 International travel controls5",""
480,494,0,"Policy change today",""
481,495,0,"",""
482,496,0,"move at home %: 0.26748483130266",""
483,497,0,"move away part_time: 0.11720348882778",""
484,498,0,"move away full time: 0.081437137562816",""
485,499,0,"",""
486,500,0,"H1 Public information campaigns: 5",""
487,501,0,"Policy change today",""
488,502,0,"",""
489,503,0,"search terms related to covid-19 %: 2.088511371093",""
490,504,0,"Day: 12",""
491,505,0,"",""
492,506,0,"Deaths: 0.0",""
493,507,0,"Cases: 0.0",""
494,508,0,"XGB Error rate: 0.0",""
495,509,0,"KNN Error rate: 0.0",""
496,510,0,"",""
497,511,0,"H2 Testing policy: 5",""
498,512,0,"H3 Contact Tracing: 5",""
499,513,0,"H4 Emergency investment in healthcare: 5",""
500,514,0,"H5 Investment in vaccines'5",""
501,515,0,"H6 Facial Coverings5",""
502,516,0,"Policy change today",""
503,517,0,"",""
504,518,0,"symptoms indicate covid-19: 0.0",""
505,519,0,"symptoms related to influenza: 0.0",""
506,520,0,"doctors visits related to covid: 0.07764800000000001",""
507,521,0,"Hospital visits: 0.214488",""
508,522,0,"Covid tests: 0.0",""
509,523,0,"",""
510,524,0,"E1 Income support: 5",""
511,525,0,"E2 Debt/contract relief: 5",""
512,526,0,"E3 Fiscal measures: 5",""
513,527,0,"Policy change today",""
514,528,0,"",""
515,529,0,"C1 School closing: 5",""
516,530,0,"C2_Workplace closing: 5",""
517,531,0,"C3_Cancel public events: 5",""
518,532,0,"C4_Restrictions on gatherings5",""
519,533,0,"C5_Close public transport5",""
520,534,0,"C6 Stay at home requirements: 5",""
521,535,0,"C7_Restrictions on internal movement5",""
522,536,0,"C8 International travel controls5",""
523,537,0,"Policy change today",""
524,538,0,"",""
525,539,0,"move at home %: 0.24442005029195998",""
526,540,0,"move away part_time: 0.12179206135890999",""
527,541,0,"move away full time: 0.07028609995688001",""
528,542,0,"",""
529,543,0,"H1 Public information campaigns: 5",""
530,544,0,"Policy change today",""
531,545,0,"",""
532,546,0,"search terms related to covid-19 %: 1.3689913724041998",""
533,547,0,"Day: 13",""
534,548,0,"",""
535,549,0,"Deaths: 0.0",""
536,550,0,"Cases: 0.0",""
537,551,0,"XGB Error rate: 0.0",""
538,552,0,"KNN Error rate: 0.0",""
539,553,0,"",""
540,554,0,"H2 Testing policy: 5",""
541,555,0,"H3 Contact Tracing: 5",""
542,556,0,"H4 Emergency investment in healthcare: 5",""
543,557,0,"H5 Investment in vaccines'5",""
544,558,0,"H6 Facial Coverings5",""
545,559,0,"Policy change today",""
546,560,0,"",""
547,561,0,"symptoms indicate covid-19: 0.0",""
548,562,0,"symptoms related to influenza: 0.0",""
549,563,0,"doctors visits related to covid: 0.077081",""
550,564,0,"Hospital visits: 0.224331",""
551,565,0,"Covid tests: 0.0",""
552,566,0,"",""
553,567,0,"E1 Income support: 5",""
554,568,0,"E2 Debt/contract relief: 5",""
555,569,0,"E3 Fiscal measures: 5",""
556,570,0,"Policy change today",""
557,571,0,"",""
558,572,0,"C1 School closing: 5",""
559,573,0,"C2_Workplace closing: 5",""
560,574,0,"C3_Cancel public events: 5",""
561,575,0,"C4_Restrictions on gatherings5",""
562,576,0,"C5_Close public transport5",""
563,577,0,"C6 Stay at home requirements: 5",""
564,578,0,"C7_Restrictions on internal movement5",""
565,579,0,"C8 International travel controls5",""
566,580,0,"Policy change today",""
567,581,0,"",""
568,582,0,"move at home %: 0.25603153926690997",""
569,583,0,"move away part_time: 0.10143744004919",""
570,584,0,"move away full time: 0.062117710582095004",""
571,585,0,"",""
572,586,0,"H1 Public information campaigns: 5",""
573,587,0,"Policy change today",""
574,588,0,"",""
575,589,0,"search terms related to covid-19 %: 2.6523436842344",""
576,590,0,"Day: 14",""
577,591,0,"",""
578,592,0,"Deaths: 0.0",""
579,593,0,"Cases: 0.0",""
580,594,0,"XGB Error rate: 0.0",""
581,595,0,"KNN Error rate: 0.0",""
582,596,0,"",""
583,597,0,"H2 Testing policy: 5",""
584,598,0,"H3 Contact Tracing: 5",""
585,599,0,"H4 Emergency investment in healthcare: 5",""
586,600,0,"H5 Investment in vaccines'5",""
587,601,0,"H6 Facial Coverings5",""
588,602,0,"Policy change today",""
589,603,0,"",""
590,604,0,"symptoms indicate covid-19: 0.0",""
591,605,0,"symptoms related to influenza: 0.0",""
592,606,0,"doctors visits related to covid: 0.076549",""
593,607,0,"Hospital visits: 0.195037",""
594,608,0,"Covid tests: 0.0",""
595,609,0,"",""
596,610,0,"E1 Income support: 5",""
597,611,0,"E2 Debt/contract relief: 5",""
598,612,0,"E3 Fiscal measures: 5",""
599,613,0,"Policy change today",""
600,614,0,"",""
601,615,0,"C1 School closing: 5",""
602,616,0,"C2_Workplace closing: 5",""
603,617,0,"C3_Cancel public events: 5",""
604,618,0,"C4_Restrictions on gatherings5",""
605,619,0,"C5_Close public transport5",""
606,620,0,"C6 Stay at home requirements: 5",""
607,621,0,"C7_Restrictions on internal movement5",""
608,622,0,"C8 International travel controls5",""
609,623,0,"Policy change today",""
610,624,0,"",""
611,625,0,"move at home %: 0.21739886452905",""
612,626,0,"move away part_time: 0.10048136731764",""
613,627,0,"move away full time: 0.050804959228644996",""
614,628,0,"",""
615,629,0,"H1 Public information campaigns: 5",""
616,630,0,"Policy change today",""
617,631,0,"",""
618,632,0,"search terms related to covid-19 %: 1.9479865382913997",""
619,633,0,"Day: 15",""
620,634,0,"",""
621,635,0,"Deaths: 0.0",""
622,636,0,"Cases: 0.0",""
623,637,0,"XGB Error rate: 0.0",""
624,638,0,"KNN Error rate: 0.0",""
625,639,0,"",""
626,640,0,"H2 Testing policy: 5",""
627,641,0,"H3 Contact Tracing: 5",""
628,642,0,"H4 Emergency investment in healthcare: 5",""
629,643,0,"H5 Investment in vaccines'5",""
630,644,0,"H6 Facial Coverings5",""
631,645,0,"Policy change today",""
632,646,0,"",""
633,647,0,"symptoms indicate covid-19: 0.0",""
634,648,0,"symptoms related to influenza: 0.0",""
635,649,0,"doctors visits related to covid: 0.076073",""
636,650,0,"Hospital visits: 0.16125599999999998",""
637,651,0,"Covid tests: 0.0",""
638,652,0,"",""
639,653,0,"E1 Income support: 5",""
640,654,0,"E2 Debt/contract relief: 5",""
641,655,0,"E3 Fiscal measures: 5",""
642,656,0,"Policy change today",""
643,657,0,"",""
644,658,0,"C1 School closing: 5",""
645,659,0,"C2_Workplace closing: 5",""
646,660,0,"C3_Cancel public events: 5",""
647,661,0,"C4_Restrictions on gatherings5",""
648,662,0,"C5_Close public transport5",""
649,663,0,"C6 Stay at home requirements: 5",""
650,664,0,"C7_Restrictions on internal movement5",""
651,665,0,"C8 International travel controls5",""
652,666,0,"Policy change today",""
653,667,0,"",""
654,668,0,"move at home %: 0.27292234057005",""
655,669,0,"move away part_time: 0.06325214164191599",""
656,670,0,"move away full time: 0.026799599399694",""
657,671,0,"",""
658,672,0,"H1 Public information campaigns: 5",""
659,673,0,"Policy change today",""
660,674,0,"",""
661,675,0,"search terms related to covid-19 %: 1.3373415681385",""
662,676,0,"Day: 16",""
663,677,0,"",""
664,678,0,"Deaths: 0.0",""
665,679,0,"Cases: 0.0",""
666,680,0,"XGB Error rate: 0.0",""
667,681,0,"KNN Error rate: 0.0",""
668,682,0,"",""
669,683,0,"H2 Testing policy: 5",""
670,684,0,"H3 Contact Tracing: 5",""
671,685,0,"H4 Emergency investment in healthcare: 5",""
672,686,0,"H5 Investment in vaccines'5",""
673,687,0,"H6 Facial Coverings5",""
674,688,0,"Policy change today",""
675,689,0,"",""
676,690,0,"symptoms indicate covid-19: 0.0",""
677,691,0,"symptoms related to influenza: 0.0",""
678,692,0,"doctors visits related to covid: 0.07567",""
679,693,0,"Hospital visits: 0.138895",""
680,694,0,"Covid tests: 0.0",""
681,695,0,"",""
682,696,0,"E1 Income support: 5",""
683,697,0,"E2 Debt/contract relief: 5",""
684,698,0,"E3 Fiscal measures: 5",""
685,699,0,"Policy change today",""
686,700,0,"",""
687,701,0,"C1 School closing: 5",""
688,702,0,"C2_Workplace closing: 5",""
689,703,0,"C3_Cancel public events: 5",""
690,704,0,"C4_Restrictions on gatherings5",""
691,705,0,"C5_Close public transport5",""
692,706,0,"C6 Stay at home requirements: 5",""
693,707,0,"C7_Restrictions on internal movement5",""
694,708,0,"C8 International travel controls5",""
695,709,0,"Policy change today",""
696,710,0,"",""
697,711,0,"move at home %: 0.30000495377831",""
698,712,0,"move away part_time: 0.06661923053565501",""
699,713,0,"move away full time: 0.029208196207171005",""
700,714,0,"",""
701,715,0,"H1 Public information campaigns: 5",""
702,716,0,"Policy change today",""
703,717,0,"",""
704,718,0,"search terms related to covid-19 %: 0.82427128460862",""
705,719,0,"Day: 17",""
706,720,0,"",""
707,721,0,"Deaths: 0.0",""
708,722,0,"Cases: 0.0",""
709,723,0,"XGB Error rate: 0.0",""
710,724,0,"KNN Error rate: 0.0",""
